user_id;object_id;rating
105172;271237;7
105182;45808;7
105182;45923;3
105182;45955;7
105182;46070;5
105182;46084;6
105182;54666;10
105182;56866;8
105182;95081;7
105182;96213;8
105182;104657;10
105182;109972;8
105182;111666;8
105182;115863;10
105182;124588;8
105182;152635;8
105182;248173;10
105195;10734;10
105195;23409;7
105195;24163;2
105195;24535;7
105195;28082;7
105195;46328;8
105195;47371;9
105195;47885;7
105195;73833;7
105195;98265;9
105195;101335;9
105195;102890;9
105195;108859;8
105195;112711;6
105195;114439;5
105195;124393;10
105195;135632;8
105195;153893;8
105195;164424;9
105195;168529;10
105195;171757;9
105195;171899;8
105195;181224;7
105195;276928;8
105276;6338;9
105276;7953;7
105276;24163;8
105276;28082;9
105276;91125;9
105276;100554;7
105276;135401;8
105276;144131;8
105276;164185;8
105276;192169;9
105276;197681;8
105280;102654;5
105280;235201;5
105280;253619;8
89;135623;10
89;290714;9
90;9314;10
90;10672;7
90;47263;9
90;47579;9
90;47885;7
90;72772;10
90;83555;7
90;95073;9
90;101670;7
90;106628;9
90;108116;6
90;110080;6
90;139387;8
90;197417;5
90;253943;5
95;9891;9
95;14369;7
95;14710;5
95;28153;9
95;76954;8
95;78243;10
95;79550;9
95;91125;9
95;97171;9
95;97172;9
95;97470;9
95;97471;9
95;97511;9
95;114552;8
95;117000;7
95;118079;9
95;118164;8
95;144129;9
95;149921;9
95;149922;8
95;153315;7
95;166705;8
95;167301;8
136;10524;8
136;10645;3
136;11187;6
136;109953;7
136;138679;10
136;262658;5
136;275963;7
155;9839;8
155;10797;10
155;91180;3
175;22621;10
175;54630;8
175;83154;10
175;101719;10
175;169209;10
175;253966;10
176;6282;9
176;53668;7
176;81467;8
176;95607;7
176;162037;8
176;203610;9
177;3429;9
177;23124;7
177;28153;10
177;115149;9
177;138448;7
177;139069;7
177;139154;7
177;139162;7
177;139583;7
177;139584;7
177;167496;9
177;172479;10
177;172480;10
177;172492;10
177;181696;10
177;215341;8
213;28736;10
213;47269;9
213;47371;10
213;47388;10
213;47389;9
213;47552;10
213;47579;10
213;47602;10
213;47603;9
213;47642;10
213;47993;10
213;54402;10
213;82346;9
213;83359;10
213;83370;10
213;86493;8
213;95904;9
213;107464;10
213;107523;9
213;107525;9
213;107604;10
213;107718;10
213;149290;8
213;152427;7
213;154087;9
213;164781;10
213;165696;9
213;166118;7
213;172044;9
213;181342;9
213;181819;10
213;254042;10
217;12518;8
217;34589;9
217;129769;8
217;130229;9
217;162719;7
217;181145;8
217;185960;8
217;186013;8
217;271208;2
217;284916;10
217;285052;8
221;9892;8
221;94525;6
221;166761;4
221;197842;7
234;13788;9
234;29492;10
234;47371;3
234;55763;7
234;100924;10
234;147896;9
245;81936;4
245;101120;7
245;101241;9
245;108408;9
245;124513;9
275;7318;10
275;9637;7
275;20706;9
275;20841;10
275;22408;10
275;30155;9
275;47587;7
275;73438;8
275;75340;10
275;89945;9
275;100760;8
275;119458;8
275;135089;8
275;152745;8
275;165722;10
275;227869;10
294;13681;10
294;13720;5
294;64313;5
294;68232;7
294;75403;10
294;83359;10
294;95719;10
294;101530;10
294;124513;6
294;124542;6
294;125867;8
294;132751;9
294;134276;10
294;135297;5
294;135754;10
294;138907;10
294;153040;4
294;164501;9
294;166434;10
294;166705;10
294;182815;5
302;9637;9
303;1913;9
303;18100;9
313;40348;8
313;52958;5
313;81630;7
313;98494;8
313;101225;6
313;114634;6
313;133674;6
313;136468;10
313;155313;8
313;157324;8
313;235201;8
351;8359;8
351;9637;5
351;28110;10
351;48546;10
351;48982;8
351;75331;8
351;85519;9
351;129592;10
351;130387;9
351;130477;9
351;169209;9
351;181224;8
351;186048;8
389;9880;8
389;10645;7
389;12702;7
389;14925;7
389;41386;8
389;45951;6
389;55184;7
389;73832;7
389;82747;9
389;87561;7
389;100704;8
389;108616;7
389;108660;5
389;110736;7
389;115263;7
389;152792;6
389;161181;7
389;166571;7
389;182109;7
396;65619;8
396;79081;6
396;79183;10
396;117000;9
396;153719;9
396;158964;7
415;2059;7
415;18100;9
415;27108;8
415;49682;8
415;83359;9
415;188161;8
415;282109;8
427;55101;10
427;112923;10
427;139377;10
490;7893;7
490;9745;7
490;11245;8
490;12657;5
490;18100;8
490;28141;7
490;28760;6
490;29887;8
490;46867;8
490;75747;6
490;83555;7
490;160891;8
490;182314;7
490;192152;8
490;202266;6
494;9314;10
494;10670;5
494;55387;5
494;55649;5
494;90486;5
494;108387;10
494;108616;8
494;115110;7
494;116222;4
494;125177;10
494;153460;4
494;169209;8
494;169393;5
494;169637;9
494;202294;10
494;247408;5
494;253943;10
494;262579;4
536;41386;8
536;55942;5
536;56449;8
536;56714;7
536;95209;8
536;118513;7
536;119458;8
536;134639;9
536;191854;8
553;46738;7
553;56173;7
553;108014;6
553;108407;6
553;111262;8
553;135839;7
553;136588;7
553;169947;4
583;10583;9
583;55572;7
583;56214;7
583;74201;10
583;82804;10
583;82972;10
583;84666;10
583;112923;5
583;137131;10
583;150114;8
583;208065;10
600;11441;9
600;45951;5
600;46298;5
600;57107;10
600;64313;9
600;65255;6
600;77834;9
600;95766;7
600;99798;9
600;106389;7
600;106624;5
600;107574;7
600;123950;8
600;124460;9
600;138966;8
600;144131;10
600;152871;9
600;182005;8
600;247408;1
635;11312;5
635;30155;10
635;54483;10
635;54621;9
635;55386;8
635;56229;8
635;57001;9
635;114634;5
635;168616;10
635;197596;10
635;208247;10
635;208295;8
635;209252;8
650;47587;10
650;56072;10
650;83649;2
650;101148;6
650;164540;10
650;209252;10
692;78549;6
692;101051;5
692;108015;10
693;46654;9
693;54741;8
693;111663;8
693;135712;10
693;136769;5
693;152427;2
693;153422;8
699;6786;10
699;12893;10
699;24585;10
699;85519;10
699;99202;10
699;100319;10
700;7279;10
700;7321;10
700;25699;8
700;28110;10
700;47594;10
700;54352;5
700;77804;10
700;91926;6
700;97171;9
700;97470;9
700;97511;9
700;98386;9
700;117467;10
700;124576;6
700;138913;8
700;144129;9
700;156095;6
700;171561;8
700;191884;10
700;191925;10
700;197621;8
700;208782;8
700;208821;10
700;209757;10
700;217587;10
700;217715;9
700;217737;10
700;217771;10
700;217782;10
700;231760;10
700;231769;9
700;231808;10
700;239881;10
704;82288;7
704;82427;7
704;157324;8
704;168945;1
726;82576;9
732;10733;7
732;28905;5
732;29492;8
732;53683;10
732;53785;10
732;54271;10
732;113760;9
732;124156;8
732;124270;8
732;124515;5
732;124588;3
732;144131;10
732;145986;8
732;147291;10
732;156159;9
732;156285;8
732;159119;10
758;7635;9
758;41648;8
758;79142;10
758;83359;10
758;107745;9
758;118079;8
758;136932;10
758;144129;10
758;149921;9
758;232029;9
791;11311;8
791;12730;9
791;55978;9
791;56398;9
791;57109;9
791;75137;9
791;76882;9
791;83370;5
791;91142;10
791;94116;8
791;95398;9
791;95844;4
791;99584;10
791;101023;7
791;101054;10
791;101623;10
791;106618;8
791;108273;9
791;108476;10
791;115991;9
791;124362;10
791;134838;10
791;139069;10
791;139154;8
791;139535;9
791;139584;10
791;139639;9
791;139661;10
791;139666;10
791;153139;8
791;155030;10
791;156095;10
791;158243;5
791;159904;5
791;161303;10
791;203767;10
791;208294;8
791;208402;8
791;231808;10
795;14925;8
795;94061;10
795;94576;5
795;96092;10
795;132878;5
795;139547;9
805;3454;9
805;6338;9
805;54619;9
805;57188;5
805;82779;5
805;90833;3
805;91125;5
805;118713;9
805;135623;7
805;166104;8
805;208821;9
815;9637;9
815;10734;7
815;28153;8
815;41711;7
815;54666;9
815;83370;7
815;102029;10
815;115369;9
815;115370;8
815;155919;8
815;218633;10
826;13951;9
826;101014;8
826;101933;8
826;114340;6
826;160506;8
828;159816;9
966;89820;7
966;117850;10
981;10169;8
981;10597;9
981;25086;9
981;47371;9
981;75449;9
981;76799;6
981;83396;7
981;95638;5
981;100252;8
981;100554;8
981;100924;8
981;101059;8
981;101696;7
981;102646;7
981;105881;10
981;107199;6
981;108170;8
981;108424;7
981;110044;9
981;135712;7
981;150906;8
981;159635;6
981;166217;6
981;168175;10
981;192152;8
981;218883;9
981;226653;9
981;236698;8
981;247408;6
981;254015;7
981;258931;7
993;124542;7
993;159110;6
993;160724;5
995;118079;10
995;152766;8
995;208294;9
995;208402;9
1020;7763;9
1020;9637;6
1020;28153;7
1020;30155;5
1020;55970;7
1020;71943;7
1020;82779;7
1020;82972;8
1020;83352;9
1020;110026;9
1020;112923;9
1020;118713;8
1020;132964;7
1020;138379;7
1020;152745;7
1020;165722;8
1020;202266;7
1020;239593;7
1020;248071;9
1020;248138;8
1040;101554;10
1049;10690;8
1049;28141;7
1049;47222;7
1049;73920;5
1049;74201;3
1049;94285;9
1049;95521;8
1049;109953;8
1049;119458;7
1049;128535;6
1049;152452;6
1049;153315;9
1049;155660;10
1110;76565;10
1110;86436;10
1110;95844;7
1110;100564;9
1110;102440;8
1110;106168;8
1110;106447;9
1110;108407;8
1110;108429;9
1110;183017;9
1110;262803;5
1117;54286;9
1117;54352;5
1117;55183;9
1117;55942;7
1117;75331;8
1117;95769;8
1117;100924;10
1117;103524;10
1117;123407;7
1117;133118;10
1117;152766;9
1117;155912;6
1117;202229;6
1117;209252;10
1148;104332;10
1148;114350;9
1148;116021;8
1148;132065;9
1163;290265;8
1163;297669;8
1163;297730;6
1165;101503;8
1165;136510;7
1165;164893;5
1165;231227;9
1166;12466;8
1166;94989;10
1166;107603;10
1166;108501;9
1166;110081;4
1166;153521;9
1166;162037;9
1170;3429;5
1170;13875;5
1170;44191;9
1170;47371;9
1170;56159;8
1170;78243;6
1170;104214;7
1170;129651;7
1170;172479;6
1170;172480;6
1170;217587;9
1170;217715;10
1170;217717;10
1170;217730;9
1170;217762;6
1177;7543;10
1177;8690;7
1177;10739;10
1177;13793;10
1177;14445;10
1177;40748;10
1177;46328;10
1177;57235;8
1177;65608;7
1177;65609;8
1177;65617;10
1177;65619;9
1177;73971;8
1177;77219;8
1177;79081;10
1177;79544;10
1177;83654;10
1177;107397;10
1177;108055;9
1177;108616;10
1177;117000;10
1177;133102;10
1177;133632;10
1177;153618;9
1177;166217;8
1177;190461;9
1180;14925;10
1180;68213;7
1180;68251;5
1180;77834;5
1180;87591;10
1180;88373;10
1180;95527;8
1180;99612;10
1180;101335;9
1180;114634;10
1180;124087;9
1180;152793;7
1180;156192;7
1180;159394;7
1180;161185;7
1180;182481;10
1180;200783;7
1181;12466;7
1181;12745;8
1181;42388;8
1181;46106;5
1181;55611;5
1181;74264;7
1181;78819;7
1181;91105;7
1181;91290;8
1181;94989;3
1181;95683;5
1181;96366;7
1181;101627;5
1181;109993;7
1181;116225;8
1181;118811;10
1181;153074;6
1181;153620;5
1181;153622;5
1181;181946;7
1255;83359;10
1255;83392;9
1255;102508;10
1255;107197;10
1255;153620;10
1255;218705;10
1255;218740;10
1262;10714;9
1262;46976;10
1262;54615;8
1262;163547;9
1262;164273;9
1262;200632;10
1262;249568;9
1262;262674;10
1268;76768;8
1268;100452;8
1268;111102;7
1268;188036;7
1268;188104;6
1285;28179;8
1285;44775;8
1285;44846;8
1285;73856;6
1285;135218;5
1285;152790;5
1285;153620;8
1285;156855;8
1306;74204;10
1306;275990;7
1306;324881;6
1306;324887;4
1312;103650;8
1320;45711;6
1320;55569;8
1320;108298;8
1320;111566;9
1320;116976;8
1320;124224;7
1320;124262;7
1320;165025;8
1329;313405;7
1329;322273;8
1357;21883;10
1357;24534;6
1357;27717;10
1357;41952;8
1357;54352;7
1357;54619;9
1357;54690;8
1357;55581;8
1357;56081;8
1357;56159;7
1357;56392;7
1357;57000;5
1357;81918;10
1357;82804;10
1357;103698;8
1357;138358;10
1357;138922;9
1357;138952;10
1357;138958;10
1357;191884;10
1357;191925;10
1357;202547;10
1357;216472;8
1357;232029;7
1357;232135;7
1363;56387;10
1363;83392;8
1363;124460;9
1363;261313;9
1363;280938;10
1396;30046;7
1396;39587;10
1396;77040;7
1396;81945;7
1396;87561;7
1396;152427;5
1396;153638;7
1396;165424;7
1396;225772;8
1396;262713;7
1396;262763;8
1399;6789;7
1399;13901;5
1399;13902;5
1399;78242;7
1399;79740;6
1399;104523;6
1399;124519;4
1399;139215;8
1399;192169;7
1438;5350;10
1438;6420;9
1438;7953;10
1438;9314;8
1438;9707;9
1438;9729;10
1438;9762;10
1438;10282;9
1438;20216;10
1438;20706;10
1438;23409;10
1438;24163;9
1438;30029;10
1438;30046;9
1438;30534;9
1438;40519;5
1438;46328;10
1438;47371;10
1438;47645;10
1438;47885;5
1438;56382;10
1438;56387;9
1438;56427;10
1438;56685;9
1438;56988;10
1438;72975;10
1438;73102;10
1438;73132;10
1438;73386;10
1438;73793;9
1438;73920;10
1438;73952;9
1438;74020;10
1438;74157;10
1438;75184;10
1438;76920;8
1438;76936;9
1438;77038;9
1438;79276;9
1438;81146;9
1438;81729;8
1438;81742;10
1438;81936;10
1438;82904;10
1438;83314;9
1438;90926;10
1438;91052;9
1438;105881;10
1438;107199;7
1438;108782;10
1438;109967;8
1438;112843;8
1438;118713;9
1438;118822;5
1438;119381;10
1438;119489;10
1438;152427;8
1438;153893;10
1438;155917;10
1438;166434;10
1438;166588;8
1438;166705;9
1438;168157;10
1438;169209;10
1438;169269;5
1438;172020;7
1438;182481;10
1438;197604;9
1438;254022;10
1438;258086;10
1438;262685;9
1472;114863;6
1472;153620;7
1491;17328;7
1491;76854;8
1491;130081;8
1491;147356;9
1491;247408;1
1500;7635;8
1500;47598;10
1500;76824;8
1500;99521;3
1500;100346;9
1500;210466;9
1500;217776;7
1523;41682;8
1523;47393;4
1523;47995;5
1523;91158;8
1523;91261;7
1523;165152;8
1523;169160;9
1532;5574;9
1532;65609;8
1532;65616;10
1532;65619;8
1532;83420;9
1532;99483;6
1532;101732;9
1532;117117;8
1532;253966;9
1533;130130;7
1533;130477;7
1533;152788;7
1533;290588;8
1533;295675;8
1568;7635;6
1568;79160;7
1568;113342;7
1568;113760;8
1568;114020;8
1568;114887;7
1583;12542;9
1583;101054;10
1583;106375;10
1583;106480;10
1583;107774;10
1583;110056;10
1583;250395;10
1654;54402;10
1660;6395;10
1660;9762;4
1660;22570;8
1660;55942;4
1660;82095;10
1660;94820;7
1660;192438;8
1660;197842;7
1660;200715;1
1701;11187;5
1701;24478;6
1701;24585;7
1701;42388;9
1701;76077;9
1701;78242;7
1701;79160;7
1701;169371;4
1705;7635;8
1705;9745;10
1705;28905;9
1705;43039;9
1705;47371;9
1705;73952;10
1705;107745;8
1705;119458;9
1705;253966;8
1750;97172;10
1765;11187;7
1765;53668;10
1765;83038;7
1765;94061;9
1765;94382;7
1765;101011;8
1765;103448;10
1765;105052;10
1765;114214;10
1765;123496;8
1765;124262;8
1765;169813;8
1800;76199;8
1800;100578;10
1800;100663;8
1800;100688;9
1800;101054;10
1800;101335;6
1800;108256;8
1800;159111;3
1800;159906;3
1800;161994;4
1800;181238;3
1800;181746;10
1826;327286;8
1826;328347;9
1851;139377;9
1851;226809;9
1893;16226;10
1893;17328;8
1893;186013;9
1894;76497;7
1894;76498;7
1894;94806;7
1894;100663;9
1898;26970;7
1898;34589;8
1898;129710;5
1898;295675;7
1898;298145;7
1898;298278;10
1914;7599;5
1914;55183;10
1914;56081;10
1914;56357;3
1914;165696;10
1932;9637;8
1932;9991;9
1932;39925;10
1932;73556;8
1932;116030;6
1932;152635;8
1932;203767;10
1932;278158;10
1937;25173;8
1937;102508;9
1937;135385;6
1954;42041;7
1954;46328;4
1954;47371;4
1954;47390;5
1954;47612;10
1954;47623;6
1954;56040;7
1954;83359;10
1954;91300;8
1954;94154;8
1954;101283;5
1954;107677;7
1954;108273;5
1954;114602;5
1954;128535;8
1954;150938;7
1954;164703;1
1954;172014;10
1954;181856;9
1954;202340;8
1961;47428;10
1961;57220;10
1961;57318;10
1961;83420;10
1961;83425;10
1961;91266;8
1961;91328;10
1961;91374;10
1961;91376;10
1961;139869;10
1961;139872;10
1975;11361;6
1975;28153;8
1975;54400;10
1975;56392;8
1975;56393;7
1975;57000;6
1975;82988;10
1975;116083;9
1975;116222;6
1975;150113;10
1975;153622;10
1975;182727;10
1975;226803;5
1977;155975;10
1977;229673;9
1986;10727;8
1986;24163;10
1986;24478;9
1986;45343;10
1986;45649;10
1986;53307;7
1986;54246;8
1986;56081;10
1986;56085;8
1986;56392;10
1986;72823;7
1986;78243;9
1986;79183;8
1986;79280;8
1986;82822;10
1986;90935;8
1986;94760;10
1986;95449;10
1986;95555;10
1986;95665;10
1986;95769;10
1986;95780;10
1986;95894;10
1986;99202;8
1986;103776;10
1986;103902;10
1986;107197;7
1986;115368;10
1986;115369;10
1986;115370;10
1986;119419;7
1986;119420;6
1986;119421;5
1986;123467;7
1986;124394;10
1986;128231;8
1986;133039;9
1986;160364;9
1986;164575;6
1986;165028;7
1986;165029;8
1986;165347;10
1986;165697;10
1986;165850;10
1986;166417;10
1986;166744;9
1986;168725;10
1986;196883;10
1986;226473;9
1986;226896;8
1986;235186;10
1986;239593;10
1986;250494;8
1986;253978;5
2114;11285;8
2114;78243;9
2114;130229;10
2114;208518;8
2114;304919;8
2117;47586;7
2117;83352;9
2117;83665;8
2117;83684;8
2117;111262;9
2117;153111;8
2117;181224;8
2117;192206;9
2117;192258;8
2117;192335;8
2137;12160;7
2137;218729;5
2188;10690;9
2188;54595;8
2188;55970;9
2188;56508;6
2188;75137;10
2188;82621;9
2188;100578;6
2188;100688;5
2188;101335;6
2188;133097;8
2188;135366;9
2188;137092;8
2188;160365;9
2188;165449;10
2188;165823;10
2188;166428;10
2188;166639;9
2188;186041;9
2188;192169;10
2188;200632;10
2194;40519;8
2194;130518;7
2194;222427;9
2208;11178;10
2208;73302;9
2208;76498;10
2208;81707;10
2208;101235;10
2208;111666;10
2208;128597;10
2208;248102;10
2254;30013;9
2254;30046;9
2254;30052;10
2254;54940;8
2254;55716;10
2254;56427;10
2254;57144;7
2254;73789;8
2254;74152;10
2254;137002;10
2254;166091;9
2254;166216;10
2254;166653;10
2254;202566;9
2256;5350;6
2256;9880;7
2256;9913;7
2256;10169;6
2256;10583;5
2256;10718;7
2256;16732;7
2256;17118;8
2256;17128;7
2256;18070;5
2256;24478;5
2256;28141;7
2256;30013;5
2256;39938;5
2256;40186;7
2256;40413;5
2256;40519;5
2256;41007;7
2256;41386;8
2256;42140;6
2256;42388;5
2256;56240;6
2256;73928;6
2256;73952;5
2256;73958;7
2256;73970;8
2256;74007;7
2256;74009;7
2256;74020;8
2256;74172;7
2256;74229;7
2256;81038;7
2256;82347;7
2256;82657;7
2256;83117;7
2256;83575;7
2256;85381;8
2256;85443;3
2256;85444;7
2256;89945;5
2256;108557;5
2256;108822;5
2256;112839;7
2256;118811;5
2256;163541;6
2256;163547;7
2256;163556;8
2256;163586;5
2256;163609;7
2256;163659;7
2256;163862;6
2256;163898;6
2256;165048;5
2256;165479;6
2256;166106;5
2256;166118;5
2256;166216;5
2256;166434;8
2256;166653;6
2256;168045;7
2256;168152;6
2256;168157;6
2256;168266;7
2256;168725;6
2256;169209;8
2256;169269;8
2256;169439;5
2256;169492;6
2256;186041;7
2256;186048;3
2256;192185;7
2256;193374;7
2256;193410;8
2256;225008;8
2256;249355;5
2256;262685;7
2256;262739;6
2256;262763;6
2256;262803;6
2263;6294;8
2263;7321;10
2263;7635;10
2263;11045;7
2263;13634;10
2263;13694;10
2263;13788;8
2263;20647;10
2263;22567;9
2263;23674;8
2263;25016;9
2263;30201;10
2263;44753;10
2263;44816;8
2263;45291;9
2263;45808;7
2263;47222;8
2263;55786;8
2263;56873;7
2263;73556;7
2263;74201;4
2263;74264;6
2263;75740;10
2263;78243;7
2263;78404;8
2263;78897;8
2263;79073;10
2263;82840;7
2263;85519;10
2263;87585;10
2263;87686;10
2263;96347;8
2263;97470;10
2263;97511;10
2263;98386;9
2263;100346;7
2263;101112;7
2263;101229;6
2263;102659;10
2263;102687;10
2263;103524;10
2263;103650;10
2263;106168;9
2263;107745;10
2263;112459;10
2263;118513;9
2263;125177;10
2263;128231;9
2263;132878;7
2263;135388;10
2263;138240;7
2263;138250;5
2263;144460;10
2263;149402;3
2263;152459;8
2263;154238;10
2263;155912;10
2263;158243;10
2263;165025;8
2263;165670;7
2263;166434;8
2263;169209;8
2263;169764;8
2263;171561;7
2263;189696;9
2263;197036;8
2263;197611;10
2263;197817;8
2263;205400;9
2263;205886;10
2263;217717;10
2263;217731;10
2263;217764;10
2263;217775;10
2263;248138;10
2274;330142;8
2278;9925;5
2278;28905;9
2278;135623;9
2295;53668;6
2295;76229;3
2295;76457;1
2295;76969;5
2295;82426;6
2295;95070;7
2295;100554;9
2295;100663;6
2295;101594;2
2295;107818;8
2295;108542;7
2295;135433;5
2295;135934;6
2295;135954;9
2295;152993;6
2295;164939;4
2295;169492;7
2295;203313;5
2295;203613;8
2298;50008;5
2298;197842;4
2305;48643;10
2305;55386;9
2305;115110;10
2305;155030;9
2305;158857;8
2305;160364;9
2315;323561;6
2335;6837;9
2335;94575;9
2335;97171;10
2335;97470;10
2335;97511;10
2335;98386;10
2335;106580;8
2335;144129;10
2335;169542;8
2335;247408;4
2366;43713;9
2366;81945;9
2366;81989;9
2366;93821;4
2366;95765;7
2366;129592;7
2366;129633;9
2366;129650;7
2366;129651;10
2366;129652;7
2366;129705;8
2366;129706;7
2366;129707;10
2366;129708;7
2366;129769;10
2366;131366;9
2366;137066;9
2366;138261;7
2366;138263;8
2366;153719;8
2366;182785;7
2366;209252;9
2366;271224;8
2369;46826;8
2369;83650;6
2369;107199;4
2369;108616;8
2369;152014;8
2369;159906;7
2369;169540;7
2372;10718;10
2372;11045;8
2372;11053;10
2372;11285;6
2372;11353;9
2372;12723;6
2372;12758;6
2372;23588;8
2372;23674;7
2372;23824;7
2372;23922;7
2372;24184;6
2372;28094;6
2372;28153;9
2372;28265;6
2372;39938;10
2372;42330;8
2372;42559;6
2372;42709;6
2372;45752;7
2372;45808;8
2372;54028;8
2372;54483;8
2372;56776;8
2372;56976;7
2372;57048;7
2372;71943;5
2372;73080;10
2372;73312;7
2372;73872;9
2372;76920;8
2372;77988;6
2372;78093;8
2372;78405;9
2372;79073;10
2372;79777;8
2372;82972;10
2372;83622;7
2372;83650;6
2372;91309;5
2372;91374;7
2372;91448;7
2372;96247;8
2372;100620;8
2372;108014;8
2372;108064;10
2372;108312;9
2372;112869;8
2372;114948;10
2372;115599;7
2372;116030;6
2372;116057;6
2372;116128;7
2372;116233;7
2372;134336;10
2372;135401;8
2372;138617;6
2372;138713;7
2372;139001;8
2372;139360;6
2372;149538;7
2372;150906;7
2372;150944;8
2372;166428;7
2372;181407;8
2372;186009;8
2372;192268;7
2372;200782;6
2372;203745;8
2372;217706;10
2372;225772;10
2372;248101;6
2372;248102;7
2372;248104;8
